"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000198692.9",117.547163112092,29.1766138146999,1.10324437839531,26.4461930521121,4.03583232228955e-154,2.32302508470987e-150
"ENSG00000229807.10",37.0035361458532,-28.0660556185339,1.17963077544457,-23.7922375397137,4.01863983296274e-125,1.15656454392668e-121
"ENSG00000131002.11",24.709071988785,26.8306041792026,1.22476567224242,21.9067245165996,2.24133648687904e-106,4.30037760615859e-103
"ENSG00000233864.7",32.0607794613698,26.1804801763675,1.23254875761584,21.2409286160892,3.99906074034398e-100,5.75464840535498e-97
"ENSG00000111732.10",12.3550749363865,26.0887053830705,1.41223514630098,18.4733437992985,3.384554262191e-76,3.89629886663428e-73
"ENSG00000067048.16",208.007856273675,14.6890059464862,0.882350304412267,16.6475898212225,3.15036797404199e-62,3.02225300976429e-59
"ENSG00000272398.5",28.3449855486785,27.2302003992059,1.64191654837544,16.5843997529279,9.03640136997135e-62,7.4305037550793e-59
"ENSG00000108312.14",24.0376448321504,26.9956492673475,1.83014523169912,14.7505502840802,3.05166268554765e-49,2.19567130225153e-46
"ENSG00000136573.12",21.4379322838943,26.8220305682815,1.87110624930857,14.3348516836994,1.32529376290476e-46,8.47598988808868e-44
"ENSG00000081665.13",5.95918036205969,25.0898767381632,1.92013849242796,13.0667016140267,5.10306368603363e-39,2.93732345768096e-36
"ENSG00000166797.10",199.942676487243,10.714266477016,0.82736864974778,12.9498095924739,2.35537541710369e-38,1.23250371825898e-35
"ENSG00000123358.19",138.144288584239,13.4911930768819,1.04300732162455,12.9348977683767,2.86003264246653e-38,1.37186232416978e-35
"ENSG00000139163.15",186.700411246578,9.18645012415246,0.788327542128504,11.6530878768346,2.2129215697545e-31,9.79813581192839e-29
"ENSG00000088986.10",261.684698816429,7.96102953973779,0.685450615298564,11.6143006688676,3.48629177014298e-31,1.43336395921022e-28
"ENSG00000169223.14",341.35200480792,8.21436373271653,0.709928130336182,11.5706976265706,5.80090644472506e-31,2.22600116638916e-28
"ENSG00000197279.3",405.370554916449,11.2809635518192,1.00614507646285,11.2120645578051,3.55796109607799e-29,1.27997650431406e-26
"ENSG00000159388.5",240.124166847026,9.88011414093277,0.900037694966615,10.9774448294627,4.90604493130767e-28,1.66112909556512e-25
"ENSG00000129824.15",34.0921050756491,11.6027752595166,1.05750303180314,10.9718600425502,5.21876070419891e-28,1.66884370074272e-25
"ENSG00000163956.10",235.225026637994,9.18445609029681,0.840292743951761,10.9300671181615,8.27871681641588e-28,2.50801547343631e-25
"ENSG00000078674.17",195.130479714682,7.84354643695599,0.718071909624986,10.9230654086612,8.94257081840741e-28,2.57367188153765e-25
"ENSG00000108848.15",528.922540187612,8.25631010019472,0.757944178945542,10.893031874301,1.24427640880862e-27,3.41050238528686e-25
"ENSG00000123104.11",119.310404729192,12.465486392767,1.15914352479476,10.754049111368,5.67159429677875e-27,1.48389530782993e-24
"ENSG00000100441.9",5.61197259465937,25.014924337872,2.3444712628348,10.6697508877227,1.41003903074415e-26,3.52877593954928e-24
"ENSG00000102393.9",292.622215665541,10.0354658025268,0.955426739343161,10.5036476260084,8.31053934395598e-26,1.99314435265878e-23
"ENSG00000213782.7",260.292003988487,9.63750896616046,0.924106750272207,10.4289996402706,1.82802652916105e-25,4.2088482807404e-23
"ENSG00000116171.17",139.906072457719,7.03787059989451,0.68111344773991,10.332890391825,5.00299008186516e-25,1.09525349802662e-22
"ENSG00000030582.17",72.7104053169472,10.8224650906031,1.0476383424205,10.3303445973527,5.13756852792193e-25,1.09525349802662e-22
"ENSG00000147894.14",107.567608716769,9.73791451659458,0.944892286985499,10.3058461273523,6.63055921957939e-25,1.36305353099639e-22
"ENSG00000120053.10",230.454814409291,11.9916409788431,1.17180462664587,10.2334815089163,1.40380040088978e-24,2.78630176121433e-22
"ENSG00000077420.15",187.035324788416,8.29787582384526,0.820928044224711,10.1079210074761,5.09540436214331e-24,9.7763825028323e-22
"ENSG00000167797.7",127.675273283636,7.89182693067146,0.798426074497074,9.88422996536341,4.87313849538674e-23,9.04831779982131e-21
"ENSG00000139684.13",51.8954475484738,-9.95812510783987,1.02259687464278,-9.73807504674652,2.07446602198283e-22,3.73144575704162e-20
"ENSG00000100823.11",98.6204567445172,10.7227683218045,1.10253105915087,9.72559297337419,2.34534870763862e-22,4.09085671550542e-20
"ENSG00000215845.10",92.7071634065919,8.02986045722656,0.827146261574997,9.70790878258536,2.79002423854556e-22,4.72334691678478e-20
"ENSG00000031698.12",105.821477584473,9.31941065682512,0.962033994965961,9.68719474113268,3.4178735770476e-22,5.6209372312817e-20
"ENSG00000156171.14",91.6883565135921,8.8098932590559,0.910315198345272,9.67784924943592,3.74511433414311e-22,5.98802169647993e-20
"ENSG00000008282.8",146.133522927808,8.68482092950025,0.901020406670975,9.63887262175148,5.47863401976973e-22,8.52297768048501e-20
"ENSG00000126860.11",50.610488406222,8.23531844882353,0.854730682847991,9.63498633438919,5.68995705181996e-22,8.61878757638834e-20
