"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000138756.17",19.3631716676933,-26.0200027359647,1.92301163950349,-13.5308607610316,1.02812691122318e-41,5.14371893684958e-38
"ENSG00000155545.19",67.975136853268,-28.2455730109197,2.13421750107111,-13.2346272096185,5.53707882952286e-40,1.38510026920514e-36
"ENSG00000232629.8",250.722633892567,12.7767977634747,0.992842610779598,12.8689055291877,6.73497207993754e-38,1.12316884386425e-34
"ENSG00000233864.7",43.7428771282639,-26.5732664265752,2.2003930486914,-12.0765998794527,1.40406530545408e-33,1.75613468079669e-30
"ENSG00000059573.8",13.7138359043066,25.3977894960486,2.29356677345718,11.0734903339071,1.68699354724575e-28,1.6880057433741e-25
"ENSG00000187608.8",445.221788077883,10.0058559974068,0.964763924565927,10.3712999031434,3.34937156735664e-25,2.79281765858088e-22
"ENSG00000132467.3",10.9225706871057,-25.7196993675008,2.50690348266132,-10.2595490992724,1.07206149442819e-24,7.66217665232037e-22
"ENSG00000267534.2",1655.34281870943,11.7659778772223,1.16170559239831,10.128192507821,4.14235594281627e-24,2.59052584773873e-21
"ENSG00000188906.14",22.7835718653143,26.089353644116,2.63769039386414,9.89098406120961,4.55527800018125e-23,2.53222842610075e-20
"ENSG00000141968.7",12.3191168063922,25.2596922760358,2.5816546135175,9.78430350201631,1.31497504680295e-22,6.57882015915516e-20
"ENSG00000111530.12",398.010110244428,-13.6840146297351,1.40531941130116,-9.73729852423041,2.09037496562712e-22,9.5074054118477e-20
"ENSG00000171700.13",23.0833374662534,25.876453087682,2.6653640146211,9.70841241411466,2.77627504451961e-22,1.15747533731097e-19
"ENSG00000169032.9",104.617433653607,-13.3944986069357,1.38160890338799,-9.694855450113,3.17086360204453e-22,1.2202946616176e-19
"ENSG00000055208.18",134.783751316122,-9.10878084783406,0.959949300111507,-9.48881451007464,2.33676559369136e-21,8.35059876088419e-19
"ENSG00000135148.11",6.70904735469116,-25.045390234071,2.67979171017327,-9.34602123702055,9.10069234396711e-21,3.0353842531245e-18
"ENSG00000130755.12",584.608497254511,7.8875477243994,0.869882934160229,9.06736690036794,1.21927780890325e-19,3.59437463696221e-17
"ENSG00000155093.17",59.6400711496314,27.4183849291334,3.02391489360921,9.0671814167389,1.22135456382885e-19,3.59437463696221e-17
"ENSG00000111615.13",324.099730961504,13.2179239766587,1.46926855737463,8.99626137802688,2.33534878039321e-19,6.49097219350403e-17
"ENSG00000100138.13",641.799615294282,8.44918339843669,0.941634955241796,8.97288630950099,2.88844176456247e-19,7.60572323584527e-17
"ENSG00000132388.12",222.273355078094,9.8444519276436,1.0987703440342,8.95951731960576,3.26102740991217e-19,8.15746006589528e-17
"ENSG00000103489.11",42.2810467380162,26.9440297721395,3.02398886146408,8.91009557458966,5.09885902855433e-19,1.21474246285035e-16
"ENSG00000109534.16",39.6060376787898,26.8580309285497,3.0240060126561,8.88160632490252,6.59017034451319e-19,1.4986646469818e-16
"ENSG00000198492.15",231.902848867186,9.11842546527383,1.03328965700104,8.82465570374395,1.09797074157074e-18,2.38832505220802e-16
"ENSG00000197124.11",32.5295873357284,26.5835617374891,3.02406491786569,8.79067164875915,1.48668480705297e-18,3.09911837070251e-16
"ENSG00000141552.17",244.823072721902,8.87556872767934,1.01024595465609,8.78555235660489,1.55598054852909e-18,3.11382827371642e-16
"ENSG00000147010.17",436.968788157397,8.85776795043079,1.01372752272733,8.73781933689621,2.37653157191629e-18,4.5729951747297e-16
"ENSG00000138670.17",2166.58972880641,6.74438932006609,0.773899763836073,8.7148098955806,2.91246969936313e-18,5.39669848367175e-16
"ENSG00000136051.13",1264.97982246804,11.2531726550992,1.30176181651943,8.64457115909826,5.40077488202469e-18,9.65002740527482e-16
"ENSG00000123728.9",88.1719852434283,7.68881631923886,0.890025046826606,8.63887634022595,5.67685800492406e-18,9.79355882711555e-16
"ENSG00000130844.16",336.463385549783,8.62836168843613,1.00423611506918,8.59196513545198,8.54943337765446e-18,1.42576050628018e-15
"ENSG00000166736.11",18.9867794748767,25.7552362582134,3.02429927529814,8.51610039673551,1.65015789547977e-17,2.61539854444678e-15
"ENSG00000234883.5",69.3327298035689,-8.18659354134064,0.961486471958024,-8.51451765584284,1.67285135763136e-17,2.61539854444678e-15
"ENSG00000148484.17",330.81517262085,12.7014303444964,1.49500547570405,8.49590891198227,1.96389970051787e-17,2.97739097020936e-15
"ENSG00000143742.12",79.8247109277432,7.13304922386073,0.839956002579218,8.49217006838164,2.0281392851944e-17,2.98434730700811e-15
"ENSG00000187676.7",12.6691339312508,25.2877217066467,2.98115007457997,8.48253897791766,2.20332257767654e-17,3.1143230578613e-15
"ENSG00000182487.12",16.4881384823655,25.6485022543777,3.02438487671824,8.48056821465427,2.24096802084763e-17,3.1143230578613e-15
"ENSG00000080822.16",301.604739388986,7.44818327202158,0.881029571892246,8.45395377140931,2.81600849339716e-17,3.80770013309891e-15
"ENSG00000211893.4",23.9738302086735,-6.28490923295434,0.745549383999066,-8.42990332745311,3.45950894527545e-17,4.49255963609026e-15
"ENSG00000174501.14",110.414258139394,-10.2942055031171,1.22136090019829,-8.42847147100081,3.50209525899501e-17,4.49255963609026e-15
"ENSG00000196233.13",571.742136426016,11.3584706812509,1.35451140583702,8.38565894115303,5.04423885158104e-17,6.30908174361499e-15
"ENSG00000211648.2",168.146120006143,10.1416292448836,1.22807065373133,8.25818059740259,1.4790964783761e-16,1.80485845885747e-14
"ENSG00000075785.12",247.905026811727,9.95511099693808,1.20602005537944,8.25451529809426,1.52519943184556e-16,1.81680303750556e-14
"ENSG00000152193.7",13.872717142659,-24.8261887071381,3.01334879837091,-8.23873715534017,1.74037808682753e-16,2.02490966706933e-14
"ENSG00000028137.18",121.781922198662,8.44329040464585,1.02623259671083,8.22746269384479,1.91220656532497e-16,2.17426578325473e-14
"ENSG00000124942.13",122.988846121567,-9.51126949043264,1.15774115896516,-8.21536784520491,2.11514874375596e-16,2.35157537000246e-14
"ENSG00000107371.12",8.49951155817211,24.742726724379,3.02491106566344,8.17965427322481,2.84659411496858e-16,3.09598051243213e-14
"ENSG00000117000.8",13.7839342314216,10.684024617766,1.30866918066075,8.16403776879012,3.24007523440191e-16,3.44895668036441e-14
"ENSG00000143106.12",80.5913501232602,-8.3478283157913,1.02694674116251,-8.12878407534703,4.33617918747438e-16,4.51956343227799e-14
"ENSG00000196642.18",5.26698634193609,24.4593781049081,3.02535358087508,8.08479982621842,6.22663819577237e-16,6.35752467213248e-14
"ENSG00000139921.12",171.081396957326,9.73407239568592,1.20887705842338,8.05216074526314,8.13449721200393e-16,8.13937791033113e-14
"ENSG00000106591.3",153.853767548134,10.497488331992,1.31086131572678,8.00808461280428,1.16508737744042e-15,1.14292787241852e-13
"ENSG00000211891.6",3.4004262142882,-24.0942996637097,3.01386799373768,-7.99447743357497,1.30124588628535e-15,1.25194868636262e-13
"ENSG00000160993.3",3.06185487798558,-23.9452660663936,3.01394382175323,-7.94482826573208,1.94460002504804e-15,1.83562904251233e-13
"ENSG00000076554.15",330.746216381019,9.52235789370828,1.20445117442062,7.90597252585922,2.65849812009455e-15,2.46304927682093e-13
"ENSG00000261609.5",8.87556626961795,-23.7144943138975,3.01344372298594,-7.86956601611908,3.55873586139157e-15,3.23715554809855e-13
"ENSG00000188234.13",2.58193275489309,-23.7097213869017,3.01408547958073,-7.86630689392386,3.65263844129082e-15,3.26324109317463e-13
"ENSG00000186566.12",1028.22182475617,11.9328397889188,1.54222846989732,7.73740079491157,1.0146979998815e-14,8.90620016387221e-13
"ENSG00000072864.14",1.91851686194581,-23.2926243289699,3.01439823899615,-7.72712245769052,1.10004815602363e-14,9.48886366307972e-13
"ENSG00000137078.8",1.91752804738896,-23.2714484292391,3.01439871658939,-7.72009631677699,1.16241833254206e-14,9.85691341984396e-13
"ENSG00000165178.9",2.71517030112059,23.2019520732241,3.0262768369598,7.66683067122596,1.7629827220342e-14,1.47003375972285e-12
"ENSG00000117280.12",67.3565385587377,-10.640809413449,1.39164698638865,-7.6461987253406,2.07007667025914e-14,1.69780222644369e-12
"ENSG00000137502.9",411.851535207008,7.32105592609874,0.960710418342107,7.62046063654919,2.52772042049497e-14,2.03970730060263e-12
"ENSG00000165650.11",186.148234174909,10.909857572082,1.44121501786343,7.56990278123497,3.73503643651186e-14,2.96609322093156e-12
"ENSG00000211666.2",667.617482393496,7.09478733035099,0.939609905880882,7.55077962242176,4.3266040910549e-14,3.36831883522134e-12
"ENSG00000162819.11",288.866766914894,10.7666339110589,1.42617730135109,7.5492955194695,4.37618877252422e-14,3.36831883522134e-12
"ENSG00000114978.17",1201.27331456853,7.13350249432741,0.945289130399211,7.54637101488178,4.47553902148171e-14,3.39259420067773e-12
"ENSG00000129003.15",102.254691094687,8.03212301322981,1.0655339928669,7.53811991639873,4.76795327769837e-14,3.56030899228731e-12
"ENSG00000115956.9",163.343601716155,-8.40062392421593,1.11944880805995,-7.50425018431575,6.17812099916822e-14,4.54546167041744e-12
"ENSG00000033800.13",154.418347546716,9.9764271111797,1.33068735132771,7.49719842247359,6.51962500187217e-14,4.72720056295167e-12
"ENSG00000118308.15",181.763346624995,8.87771549141442,1.18725318030464,7.47752513001184,7.57352888620188e-14,5.41290928823828e-12
"ENSG00000124562.9",91.8502956667662,-8.31378366989506,1.11835309815608,-7.43395237479352,1.05399931842911e-13,7.42698392971948e-12
"ENSG00000159346.12",59.4001364621631,-8.00376529214023,1.08194580966239,-7.39756577516363,1.38703536326066e-13,9.63796933665704e-12
"ENSG00000100721.10",122.298155683365,11.7769071339967,1.59568293232751,7.38048073047856,1.57719003944881e-13,1.08091531059759e-11
