"","logFC","logCPM","PValue","qval"
"ENSG00000099999.14",-7.273858753,0.715934179,0.001391155,0.000751906064089252
"ENSG00000110048.11",-7.273858753,0.715934179,0.001391155,0.000751906064089252
"ENSG00000117519.15",7.242725177,0.786310368,0.001391155,0.000751906064089252
"ENSG00000119661.14",-7.273858753,0.715934179,0.001391155,0.000751906064089252
"ENSG00000123607.14",7.242725177,0.786310368,0.001391155,0.000751906064089252
"ENSG00000129968.15",-7.273858753,0.715934179,0.001391155,0.000751906064089252
"ENSG00000140400.16",-7.273858753,0.715934179,0.001391155,0.000751906064089252
"ENSG00000140451.12",7.242725177,0.786310368,0.001391155,0.000751906064089252
"ENSG00000140983.13",7.242725177,0.786310368,0.001391155,0.000751906064089252
"ENSG00000142347.16",-7.273858753,0.715934179,0.001391155,0.000751906064089252
"ENSG00000143315.6",7.242725177,0.786310368,0.001391155,0.000751906064089252
"ENSG00000148803.11",7.242725177,0.786310368,0.001391155,0.000751906064089252
"ENSG00000160211.15",-7.273858753,0.715934179,0.001391155,0.000751906064089252
"ENSG00000160410.14",-7.273858753,0.715934179,0.001391155,0.000751906064089252
"ENSG00000162585.16",7.242725177,0.786310368,0.001391155,0.000751906064089252
"ENSG00000164574.15",7.242725177,0.786310368,0.001391155,0.000751906064089252
"ENSG00000165983.14",7.242725177,0.786310368,0.001391155,0.000751906064089252
"ENSG00000168096.14",7.242725177,0.786310368,0.001391155,0.000751906064089252
"ENSG00000168827.14",-7.273858753,0.715934179,0.001391155,0.000751906064089252
"ENSG00000176476.8",7.242725177,0.786310368,0.001391155,0.000751906064089252
"ENSG00000186416.13",-7.273858753,0.715934179,0.001391155,0.000751906064089252
"ENSG00000187193.8",7.242725177,0.786310368,0.001391155,0.000751906064089252
"ENSG00000196943.12",7.242725177,0.786310368,0.001391155,0.000751906064089252
"ENSG00000218510.7",7.242725177,0.786310368,0.001391155,0.000751906064089252
"ENSG00000224186.8",-7.273858753,0.715934179,0.001391155,0.000751906064089252
"ENSG00000228124.1",-7.273858753,0.715934179,0.001391155,0.000751906064089252
"ENSG00000230177.1",-7.273858753,0.715934179,0.001391155,0.000751906064089252
"ENSG00000235724.8",-7.273858753,0.715934179,0.001391155,0.000751906064089252
"ENSG00000253744.1",-7.273858753,0.715934179,0.001391155,0.000751906064089252
"ENSG00000198218.10",2.884955118,6.294629144,0.001392814,0.000752717016441285
"ENSG00000121879.3",-2.858215012,8.076864747,0.001397992,0.000755328395103347
"ENSG00000100100.12",2.893185539,6.038163738,0.001408152,0.000760471696269332
"ENSG00000204370.9",2.876824171,6.200595436,0.001411547,0.000762189305668813
"ENSG00000272391.5",2.914528353,5.317180951,0.001421797,0.000767371852652329
"ENSG00000123352.17",3.221197499,3.095440925,0.001445739,0.000779458770010984
"ENSG00000175893.11",3.23460144,3.107092507,0.001445739,0.000779458770010984
"ENSG00000174851.15",-3.694353609,2.054022941,0.001457173,0.000785222005814012
"ENSG00000109917.10",3.94921834,1.618420954,0.001458763,0.000786022969030768
"ENSG00000157933.9",-4.140006453,1.552096788,0.001458763,0.000786022969030768
"ENSG00000099783.11",2.860395487,6.652340312,0.001461082,0.000787190962350223
"ENSG00000114098.17",2.848398917,7.25204114,0.001491741,0.000802610035078535
"ENSG00000005844.17",-2.858364664,6.347752883,0.001497478,0.000805490613117559
"ENSG00000122674.11",-2.884499638,5.499461575,0.001497603,0.000805553359871197
"ENSG00000161654.9",2.841481258,7.459891336,0.001502646,0.000808084231610406
"ENSG00000108055.9",-2.833977135,8.480937087,0.001504693,0.000809111210974318
"ENSG00000168899.4",4.521520601,1.283268763,0.001507645,0.000810591898582883
"ENSG00000198952.8",4.521520601,1.283268763,0.001507645,0.000810591898582883
"ENSG00000137936.16",2.866765614,5.862605791,0.001542397,0.000827993832052509
"ENSG00000095951.16",-2.889742477,5.242477782,0.00154365,0.000828620261717111
"ENSG00000244509.3",2.826292325,8.035451207,0.001552089,0.000832837468887939
"ENSG00000255302.4",2.871534025,5.417736719,0.001565362,0.000839463959714805
"ENSG00000123146.19",-2.843429553,6.523044816,0.001571713,0.000842631904753946
"ENSG00000131100.12",-2.903500534,4.962083347,0.001592241,0.000852859262886566
"ENSG00000104671.7",3.479164443,2.094110573,0.001601365,0.000857398993525881
"ENSG00000136826.14",-2.844778631,5.9321376,0.001609289,0.000861338670465537
"ENSG00000067057.16",-2.941256114,4.318291217,0.001614833,0.000864093405311847
"ENSG00000153944.10",2.855538017,5.588917342,0.001652407,0.000882727738522653
"ENSG00000100241.20",-2.891370395,4.896390029,0.001658188,0.000885589246011684
"ENSG00000227376.1",3.909833433,1.585089245,0.001664638,0.000888780169832589
"ENSG00000154217.14",2.92725445,4.368682427,0.001680193,0.000896468000191182
"ENSG00000129680.15",2.898487626,4.785564786,0.001687359,0.00090000613196939
"ENSG00000197102.10",-2.828549983,6.22812794,0.001698255,0.000905381614356682
"ENSG00000120875.8",-2.804534389,7.11063552,0.001708836,0.000910596740210388
