hgnc_symbol,stage1,stage2,stage3,stage4
SLC39A9,7.063223936,118.3673469,0.775308642,345.359319
ANK1,0.133928572,151.9795918,0.047863248,62.35424135
TFB1M,160.8419402,225.6326531,1.911111111,234.8337664
RABEP1,268.3361197,550.6734694,924.5160494,767.4940324
HMGB3,0.17953668,41.30612245,0.074074074,0.346774194
NUP160,1.9375,45.26530612,80.35555557,1.446833931
IKZF2,0.688706564,73.32653061,1.48622982,226.6218638
GRN,222.4971043,25.02040816,3.660588793,156.1642772
FAM13B,124.5726134,562.3877551,247.8370655,335.0651076
SARS1,868.2664093,3.551020408,880.9982907,726.0612307
ARID4A,911.7531372,586.2040816,794.0531814,718.9277181
EIPR1,12.25892857,0.489795918,76.57644825,0.102449224
PNPLA6,5.478523165,0.020408163,0.04691358,0.070191159
ALG1,174.463808,0.040816327,0.150427351,82.20306154
ZCCHC8,125.4821429,237.3265306,22.06704653,221.3324373
ABCF2,18.84869691,77.75510204,28.58347578,491.6314218
CHPF2,0.013513514,0.040816327,112.4755043,0.138888889
FUT8,19.47611004,35.8244898,424.0942071,52.77449222
UBA6,382.6240348,2143.061224,1358.489839,2551.365592
PIAS1,531.2330406,1029.101224,112.7068471,781.2956989
SLC4A7,66.06708497,435.9591837,3.312060779,305.7703107
APBA2,0.008928572,0.020408163,0.022222222,0.033154122
MAP2K3,72.53523165,12.2244898,133.7392213,360.5910992
TMSB10,6781.927124,8709.142857,3507.268946,5303.698925
ASTE1,92.84640203,0.142857143,0.191234568,27.78915771
RNF19A,133.5428668,36.26857143,661.1639125,1311.423922
PEX3,14.91143823,1,27.47008547,115.7270012
GABARAPL2,887.2413127,1631.204082,465.0157645,579.4145759
SH3YL1,96.41964285,0.040816327,5.828110161,269.1206691
FAM136A,83.20728763,468.8477551,403.3508074,204.7497671
VCL,0.347531371,74.10204082,0.060208927,37.3739546
DEPDC1B,0.017857143,0.040816327,0.022222222,0.00925926
DAPK2,3.107866796,0.020408163,0.498195632,3.672939068
NSMAF,19.13030888,0.06122449,318.3099715,146.1385902
ADSS2,478.8279441,27.46938776,195.225641,216.8966547
STAP1,1409.929295,1479.387755,59.73067425,916.2971925
TIMP2,0.026785715,0.020408163,0.462419753,0.083034648
RFC1,571.3134653,54.55102041,87.82773028,27.92383513
TBC1D23,52.76833976,0.87755102,278.279962,370.3237754
CUL3,173.1464576,1060.848163,556.526264,536.0144355
,48.0777027,76.65306122,0.044444444,228.1066308
RPL26L1,84.91915783,294.8428571,307.1559829,116.5307736
NSUN2,327.4860039,1195.408163,0.566381766,387.9569893
FBXO42,434.5793919,182.0204082,0.227160494,136.5227002
MRI1,0.027027027,62.32653061,5.679012347,52.94503583
METTL1,417.8851352,2.408163265,0.381196581,181.3775389
AGA,371.1076255,0.367346939,2.123836657,81.0462963
PI4K2B,0.041071429,2.612244898,115.4957265,0.209080048
BOD1L1,1619.323842,1297.163265,2180.712441,1192.968339
MAT2B,502.8979247,3051.530612,1134.255081,1240.184887
EDC4,2.453125,65.84897959,0.222222222,4.11212963
TRIO,223.9362934,379.9183673,5.434567902,120.5074671
MTREX,34.32859315,495.4818367,740.5990939,209.9912844
ZFYVE16,438.6957046,1.489795918,128.1815764,58.07974912
RIPOR1,34.07861487,102.1428571,240.0977151,54.68357228
STAU2,989.0632627,0.326530612,0.09382716,19.89157706
PHF23,50.07287645,32.95918367,3.643684711,393.4065114
INPP4A,0.107142857,0.163265306,0.279012346,0.313620072
PSMA4,1412.710425,2032.734694,1176.096106,1062.233274
LSG1,47.80453668,0.408163265,41.88490028,293.2977898
THAP3,55.16192086,4.632653061,0.862962963,82.3731123
RIPOR3,0.013513514,0.020408163,0.022222222,0.12962963
TDP1,22.65226834,0.142857143,0.403418803,3.877240144
AIFM2,0.008928572,98.87755102,0.177777778,0.716845878
MED17,51.44473938,0.142857143,95.64465336,164.3321386
CAPG,338.1496139,544.7346939,204.440076,835.8963563
AP2S1,20.69449807,308.8571429,78.58708452,80.8655914
ADAM28,2825.00362,1520.938776,2886.673125,3165.408901
DCUN1D1,1756.47056,2161.285714,741.7143398,1590.05227
JADE2,264.0873552,0.081632653,618.8301995,167.7296894
LCP2,0.053812742,0.448979592,1.235517569,42.56959379
ADRB1,271.7835425,0.06122449,0.086419753,0.275388292
GUCA2B,0.040540541,43.16326531,0.025641026,70.2204301
CTNNA1,127.4078185,168.5714286,21.58803419,533.718638
HSPA5,1404.531306,3095.442857,572.7689117,1536.282638
OFD1,912.6817087,594.0408163,1594.493637,1156.575567
GPM6B,9.262789573,0.428571429,0.256410256,131.5857228
WDR37,53.87162162,105.9183673,105.8888889,0.746117085
YTHDC2,662.6054539,718.1836735,825.9219372,528.8563322
CTPS2,0.008928572,561.8163265,0.022222222,0.14874552
ATP6V1H,96.18339769,0.163265306,0.460208927,40.88799283
POLR2B,188.0375676,69.49714286,541.73868,427.7615622
FAM214A,164.6237934,781.755102,497.9889838,384.6347073
ARAP2,117.531612,0.387755102,887.2586894,456.1200717
TPR,722.3210715,682.7226531,3036.008044,1679.502996
KIAA0556,0.013513514,0.020408163,0.022222222,0.018518519
DTNBP1,207.8262548,1.06122449,14.27901235,312.7801673
WWC3,183.1341699,0.367346939,0.150997151,12.97132616
MAP4,71.44642855,177.1020408,24.04843305,93.66786142
GOPC,53.5644305,0.473673469,382.868376,30.89456392
USP28,199.3156371,22.14285714,133.4666667,270.667264
HDAC9,354.9116796,31.87755102,46.65982905,370.7971924
NOP16,109.2777172,45.66795918,85.25052232,1180.414875
RRM2B,221.0644305,734.2244898,1.148148148,264.5229988
ZNF800,489.0641892,8.12244898,401.57132,88.22640381
TNFRSF17,0.027027027,0.06122449,0.399810067,0.046893668
SNX29,615.604247,619.3673469,13.74074074,230.3939666
MRPS10,211.4270633,0.12244898,83.07654321,50.17204301
RSF1,1104.300564,406.7665306,800.0661062,1537.913381
VPS13D,114.0149614,0.224489796,4.422222223,64.02867385
CELF2,352.0733591,1075.428571,510.0562204,444.9871565
FAM120A,810.1380309,681.1020408,552.5517569,248.8933692
R3HDM1,33.08059846,0.306122449,0.234947768,49.12634409
H6PD,59.46887066,49.59183673,46.18803418,0.374850658
VAMP3,39.27051158,0.530612245,2.249382716,24.94892473
PER3,0.062741313,0.026326531,0.025641026,0.25869773
UTS2,0.040299228,0.565510204,0.079012346,17.54416966
TNFRSF9,58.52316605,0.755102041,0.537132004,205.7685185
RCN1,7.12054054,3.510204082,216.5793428,146.2512037
RFC2,3.698841699,0.183673469,0.362962963,279.483871
ARID1B,749.6942568,3205.612245,708.2548908,1615.732975
CLPTM1L,156.3530405,0.081632653,1.726875593,215.25
NEDD4L,4.187741313,222.877551,0.19297246,48.53584229
HEXB,254.1807988,19.55102041,10.35194682,5.034348865
PTCD2,0.008928572,0.020408163,0.255270655,0.894563919
JKAMP,258.0726352,0.714285714,20.81234568,1.241636798
ARHGEF5,4.662162162,0.06122449,0.230769231,0.014635604
MCUR1,53.74179538,0.122040816,0.202469136,17.54958184
LIMA1,11.72273166,1396,0.227540361,89.74671447
LETMD1,0.219353282,0.020408163,0.059259259,8.163978497
SLC4A8,3.991312742,0.040816327,0.082431149,0.131123059
TNIP3,0.388996139,0.224489796,0.819373219,0.821087217
MAPK9,4.241312742,0.12244898,0.069135802,76.25358423
FAM160A2,0.027027027,1092.734694,3.955555557,114.0352449
HERPUD1,12782.98818,9326.306122,8173.697436,10757.71565
POLQ,0.013513514,0.020408163,0.022222222,0.005376344
PIK3CB,0.067567568,196.4489796,0.213675214,133.7514934
CYBA,285.2142857,260.9591837,107.7363723,166.6675627
THOC3,6.333590732,1251.327551,21.86676164,371.3509349
HEBP2,14.59242278,0.224489796,450.0676163,21.47252091
MPHOSPH9,16.36607143,0.12244898,0.414814815,3.917712067
PLEKHA5,0.108108108,0.081632653,0.177777778,0.131123059
SIKE1,153.4394305,235.6938776,1.509591643,223.5579451
RRP12,2.038544884,43.26530612,240.911491,221.9384708
FNIP2,2.684604247,1.102040816,0.164862298,0.100955795
MSMO1,81.5325772,1325.632653,0.735042735,265.1681601
TTC17,128.7724421,482.3469388,243.7377018,309.8225807
FOXN3,30.80912162,739.4585714,442.0494795,457.1957647
AKR7A2,0.443532819,46.75510204,0.275973409,102.1415771
MRTO4,57.19666988,0.183673469,79.33333333,291.0528674
USE1,55.1397201,276.9591837,216.4336182,170.5719833
MCF2L2,0.013513514,0.020408163,2.490788224,0.037037037
AP5M1,273.8395271,924.8571429,21.82222222,115.1099164
ANAPC4,0.076254826,0.265306122,46.16296296,185.2562724
TRAPPC3,9.371138998,0.06122449,59.15555557,514.8766428
THRAP3,3892.745073,4728.481224,1853.822769,6939.869325
PHPT1,109.1961873,908.0816327,234.1177588,572.9814815
LY75,228.390263,0.163265306,0.27654321,259.172043
ARID4B,879.0376714,2900.786939,1532.132148,2495.753551
OPN3,0.169083012,89.97959184,148.7160494,0.435782557
SDCCAG8,466.384363,63.48979592,163.8082488,503.4679959
KIF1B,24.56298262,15.04081633,0.135802469,93.16816009
TBC1D22A,34.33928572,419.7346939,0.044444444,89.16129033
SYNE2,295.6481661,1359.734694,1032.036847,93.17592593
FAM168A,47.95873553,0.040816327,0.260208927,0.603046595
RELT,34.15015444,80.86673469,48.24724596,95.89367682
GALC,14.19666988,2.06122449,753.9530864,6.811529273
NOP58,3440.901545,5895.714286,2155.496866,3783.331542
SZRD1,126.9425024,0.224489796,76.01329536,14.15262843
CUL1,494.7118726,733.7346939,561.945679,220.1427718
CYFIP2,411.8554537,17.40816327,548.9810065,321.3148149
TAB2,121.6474421,855.2040816,2580.984615,269.3321386
GINM1,146.3112934,217.2857143,279.6510921,793.2888291
EIF2AK2,9.473050192,12.53061224,1088.426401,220.6133811
,532.6385135,234.0204082,261.9781576,367.8682796
KMT2C,278.468388,388.8367347,407.4431149,1507.851978
PUM2,513.7388996,1218.877551,1028.902944,722.6284347
MRPL43,307.8274614,974.5510204,101.0733998,151.6896655
HPF1,135.0854247,1172.265306,0.504653371,23.66517324
ZFR,401.3839286,565,131.6710352,755.6908601
TRAF1,10.13465251,188.8979592,975.7604938,174.567503
RC3H2,267.1339286,759.1020408,136.8472934,269.1771207
TRAF3IP2,0.29488417,0.469387755,0.111111111,0.090203107
SOAT1,235.7866795,248.9591837,9.21614435,53.76851852
GDI2,1073.826921,2892.692041,914.4708642,1075.132981
PRDM1,369.3339769,2374.469388,1564.640646,326.2849462
ATG5,263.5002414,386.6734694,158.862868,632.0528674
TMCC3,1.260135135,0.040816327,1.090788224,0.490442055
PITHD1,81.55863902,0.142857143,128.3253561,391.3178017
MTA3,8.363175676,0.081632653,0.073504274,44.85722819
ATP11B,3.110598456,18.71285714,1118.057028,76.95303167
CDK14,53.95173744,0.489795918,0.034567901,217.5194146
SEC61A1,17.10955599,353.3091837,76.55962963,24.16492234
PPP1R12A,421.8585039,950.6530612,141.4634378,1069.607796
POLR3E,2361.798987,910.3877551,317.6208927,192.3682796
ATP2B4,0.206563707,0.285714286,0.632098766,6.792114697
ZC3H11A,483.4166192,2168.624082,755.673922,387.0019773
RIOK2,20.15778234,701.8571429,0.358024691,122.9680406
YIPF1,0.157335907,79.51020408,0.044444444,7.988052569
NDC1,26.50555019,3.836734694,65.95422602,43.90561529
TBXAS1,0.053812742,0.040816327,134.0493827,43.14426523
PARP12,31.53137066,0.06122449,119.7703704,81.94444445
ALDH18A1,273.5407818,661.7755102,0.160493827,23.90800478
TARBP1,101.7606177,58.30612245,242.9654321,18.09080048
MXD1,83.5209942,4.469387755,4.306068375,276.812724
CDK17,61.988417,2.408163265,114.4567901,247.4193548
DNAJC25,0.04488417,0.06122449,76.07255462,6.810931899
SLC2A3,2594.988478,2598.724286,1376.518537,1326.23908
CTDP1,0.171090734,0.06122449,149.7382716,0.26135006
YBX3,221.1537162,39.85714286,226.4482431,945.7876346
WNK1,58.33711391,233.7959184,690.2161443,469.2207288
CCAR1,281.676641,702.4285714,202.2826211,868.5982676
OGFR,0.062982626,0.367346939,0.120417854,40.27777778
GNA15,0.090009653,0.020408163,0.083950617,0.12962963
SNRNP40,174.4160231,1.142857143,170.7061728,386.1654719
QSER1,0.518339769,0.530612245,0.022222222,9.891278375
MPC1,147.0400579,550.6326531,198.4041785,338.4089008
ACAA1,107.9861245,108.707551,0.294776828,175.7516965
BCAT1,0.95945946,0.795918367,0.173789174,3.135005974
HDAC7,79.3540058,148.7755102,90.7925926,644.467034
SPAG4,0.067567568,0.163265306,0.208357075,0.103345281
